objid,author_ML_score,protege_score,protege_rank,ra,dec,peak_flux,x,y,original_image,obj_size_pixels,evaluation_subset_author_ML_score
img46_isl3119,-1,1.649270554017742,4395,53.9928,-40.7284,0.01064081262979,1915,1422,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img5_isl4641,-1,1.649166349864913,4396,114.0823,-75.2551,0.00994011191499,2063,1300,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,33,2
img56_isl1428,-1,1.648530373210379,4397,3.5942,-19.3799,0.00075339685936,1158,2077,Abell_13_noFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img73_isl1278,-1,1.6483906805868016,4398,125.8166,-57.3456,0.00863650777386,885,1003,J0820.9-5704_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img9_isl143,-1,1.6480883452501436,4399,91.2832,-58.3164,0.0003926629031,92,2496,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,31,4
img15_isl1124,-1,1.6480099217221662,4400,192.3617,-41.0637,0.00837144885847,1376,2431,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img93_isl6753,-1,1.6478618725163634,4401,2.6922,-65.838,0.0003973623783,2772,2410,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img66_isl2827,-1,1.6476649073714351,4402,108.0971,-61.0207,0.00036459406905,1625,234,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img109_isl2983,-1,1.6475792165632788,4403,82.3507,-38.9222,0.00066570389791,1470,3284,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img68_isl5359,-1,1.6474118329069216,4404,348.3427,-67.7939,0.00420479543294,3433,1907,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,43,-1
img42_isl5862,-1,1.64718039582015,4405,4.5217,-26.2513,0.06473173008899,3536,209,Abell_22_aFix_pol_I_Farcsec_5pln_cor.FITS,79,-1
img10_isl1099,-1,1.6470947249323824,4406,40.0101,-1.4756,0.00186332991473,1585,2045,Abell_370_afix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img104_isl1551,-1,1.6468289542041692,4407,101.8574,-54.2659,0.00034252597804,913,1589,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img99_isl877,-1,1.6468001644137529,4408,351.5256,-41.1957,0.00257480626352,1206,1774,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img113_isl656,-1,1.6466566793213802,4409,120.1731,-53.2456,0.03130245571418,472,1774,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,87,-1
img72_isl2920,-1,1.64664182283594,4410,215.9897,-54.3785,0.00574916597709,1630,1224,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img105_isl4959,-1,1.6462420233791624,4411,55.7505,-82.1965,0.01732171452214,2504,1758,J0351.1-8212_aFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img79_isl2382,-1,1.6462292451666862,4412,15.8202,-49.4856,0.00070720148236,1610,1097,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,36,2
img56_isl2617,-1,1.6461979772537376,4413,3.3655,-19.8308,9.007839159e-05,1779,778,Abell_13_noFix_pol_I_Farcsec_5pln_cor.FITS,29,-1
img91_isl6097,-1,1.6460615925298747,4414,341.7118,-15.767,0.00203156798572,2907,2704,Abell_2485_noFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img71_isl6820,-1,1.645825996877952,4415,11.9608,-48.669,0.00073186245073,3318,1405,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img83_isl1411,-1,1.645654772971615,4416,59.2032,-74.301,0.00350735965419,892,949,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img25_isl1744,-1,1.6455064156569437,4417,46.7724,-77.9884,0.01291074120516,1231,1381,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img85_isl2455,-1,1.6452405247758222,4418,99.9554,-53.7834,0.0359379155195,1344,2374,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img20_isl1402,-1,1.6451933344098792,4419,85.4354,-43.1651,0.00952381871733,944,2460,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img81_isl2466,-1,1.644861216906108,4420,306.1395,-55.763,0.00024317871475,1263,1236,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,29,-1
img81_isl3191,-1,1.644551137362268,4421,305.953,-55.5628,0.00364787535982,1564,1813,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img69_isl6196,-1,1.644303325580003,4422,48.149,-45.607,0.00595708787753,2723,1255,J0314.3-4525_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img9_isl6515,-1,1.6442733992523264,4423,89.3309,-58.0196,0.00946460640966,3056,3355,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,47,1
img35_isl639,-1,1.6441065399627908,4424,105.4692,-55.9125,0.00256552228985,373,1819,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img58_isl545,-1,1.6437014326249024,4425,90.9798,-39.4144,0.01186170873212,518,3525,Abell_3376_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img46_isl2016,-1,1.643600763153635,4426,54.26,-40.6187,0.00044878171251,1331,1738,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img2_isl3382,-1,1.6435961283851028,4427,3.4573,-31.1637,0.01196607842379,3357,2482,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,47,2
img74_isl202,-1,1.6433727749945914,4428,213.3698,-43.04,0.02660205603321,148,965,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img46_isl633,-1,1.642942305168433,4429,54.6167,-40.2121,0.00280393837327,544,2906,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,27,-1
img17_isl4349,-1,1.6427466870588088,4430,239.0258,-75.4618,0.0003277264826,2829,2604,J1601.7-7544_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img41_isl5877,-1,1.6426538375157596,4431,18.9892,-54.9411,0.00123220610157,2509,1676,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img36_isl4021,-1,1.642489324328569,4432,92.2471,-48.3262,0.00217272455183,2469,3111,J0610.5-4848_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img44_isl2114,-1,1.6422256659342012,4433,7.0617,-50.1474,0.00121214998553,1318,2025,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img68_isl2972,-1,1.6419932289403314,4434,349.6816,-67.9862,0.00799529091531,1923,1352,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img66_isl415,-1,1.6418223467152018,4435,109.0839,-60.2096,0.00123625000319,211,2558,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,31,1
img68_isl2883,-1,1.6417532734614162,4436,349.7364,-67.7998,5.695551964e-05,1862,1908,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,27,-1
img43_isl4168,-1,1.6417228442275618,4437,279.0302,-77.5405,0.00013138134811,2427,614,J1840.6-7709_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img50_isl3037,-1,1.6412835680914133,4438,61.7032,-71.2773,0.0014189959202,1717,1722,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img50_isl5008,-1,1.64117969323853,4439,60.5395,-71.2041,0.00105325557082,2797,1922,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img5_isl2695,-1,1.6410628116166073,4440,115.0984,-75.386,0.01860833208048,1322,923,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,52,2
img12_isl758,-1,1.640995297064723,4441,0.1579,-85.4009,0.00660303848268,544,1027,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img55_isl1591,-1,1.6409178221975709,4442,67.802,-61.4208,0.01736767975369,1795,1796,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img50_isl762,-1,1.640636097701384,4443,62.9795,-70.8481,0.00219612228506,511,2945,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img48_isl2024,-1,1.6404801897028678,4444,72.5511,-3.2976,0.03205565731213,1917,759,PLCK_G200.9-28.2_aFix_pol_I_Farcsec_5pln_cor.FITS,58,-1
img112_isl4851,-1,1.640455766705727,4445,314.2302,-82.5336,0.00072095689582,2502,2279,J2104.9-8243_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img40_isl5872,-1,1.6400829314812757,4446,63.1383,-55.9983,0.00014973489745,3417,48,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,26,-1
img66_isl3279,-1,1.6396764991563932,4447,107.9019,-60.6382,0.01804787359347,1899,1336,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,45,1
img6_isl128,-1,1.639603851557505,4448,7.3518,-19.6776,0.02082835936253,176,1233,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,46,1
img89_isl630,-1,1.6394664423425556,4449,355.651,-9.0144,0.0005333751124,786,1766,Abell_2645_noFix_pol_I_Farcsec_5pln_cor.FITS,34,2
img54_isl3361,-1,1.6394311975633795,4450,72.5076,-45.1836,0.00148848080698,1673,272,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img59_isl499,-1,1.6393334124666434,4451,10.644,-28.5917,0.00598072218263,1457,1567,Abell_2811_noFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img22_isl3447,-1,1.6388897117064842,4452,356.8185,-28.2908,0.00691059382814,1970,1543,Abell_4038_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img49_isl1240,-1,1.638632646374858,4453,123.6723,-57.2094,0.00200812799541,917,1882,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img55_isl201,-1,1.6384746749181902,4454,68.9345,-61.3363,0.00447610914711,230,2027,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img16_isl2846,-1,1.638300963313858,4455,77.5621,-44.9204,0.01709055175628,1720,2882,J0510.2-4519_aFix_pol_I_Farcsec_5pln_cor.FITS,45,-1
img105_isl5899,-1,1.6380347975688403,4456,54.5011,-81.9713,6.897685227e-05,3025,2378,J0351.1-8212_aFix_pol_I_Farcsec_5pln_cor.FITS,26,-1
img100_isl257,-1,1.637725402748902,4457,351.7822,-12.2399,0.0002253483802,461,1394,Abell_2597_noFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img46_isl3905,-1,1.63755203412575,4458,53.7918,-40.6015,0.00088051044114,2355,1787,J0336.3-4037_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img54_isl3479,-1,1.637430043556297,4459,72.4906,-44.1847,0.00809845081262,1707,3149,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img62_isl7038,-1,1.637419798619964,4460,85.0236,-40.81,0.00061114448347,3230,2273,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img6_isl203,-1,1.637330818736872,4461,7.3057,-19.0042,0.00202371102748,294,3173,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,41,2
img21_isl1508,-1,1.63729925355434,4462,358.042,-19.8102,0.000145682459,992,2024,RXCJ2351.0-19_noFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img29_isl3922,-1,1.6372666508953226,4463,94.1086,-47.9997,6.80192627e-05,1951,1166,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,24,-1
img9_isl3991,-1,1.6369116173771985,4464,90.1097,-58.8087,0.00056569783048,1865,1091,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,33,1
img85_isl6243,-1,1.636908732102726,4465,99.0342,-54.0925,0.06132782930231,2975,1438,J0638.7-5358_aFix_pol_I_Farcsec_5pln_cor.FITS,59,-1
img54_isl7242,-1,1.6365265502994708,4466,71.6797,-44.8973,0.00037139907413,3362,1089,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img25_isl2732,-1,1.636409054062638,4467,45.6295,-78.0143,0.00847027659767,1916,1309,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img97_isl4825,-1,1.6361217489050273,4468,90.9627,-49.9683,0.00714186428429,3347,338,J0607.0-4928_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img38_isl3000,-1,1.635740609700585,4469,26.4402,-60.335,9.043250759e-05,1556,2391,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,24,-1
img29_isl5803,-1,1.635700628624825,4470,93.6228,-47.8198,0.00381192952938,2891,1680,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img90_isl6247,-1,1.635643146408937,4471,16.4659,-40.6046,0.00247587481346,3199,989,J0108.5-4020_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img104_isl1821,-1,1.6355415470541144,4472,101.7746,-54.526,0.0037534723789,1057,841,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img14_isl3767,-1,1.635366917312807,4473,209.3258,-48.3781,0.00854114160629,2633,180,J1358.9-4750_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img114_isl2741,-1,1.635331661804298,4474,79.1959,-54.4454,0.05061055106573,1742,2016,J0516.6-5430_aFix_pol_I_Farcsec_5pln_cor.FITS,61,-1
img8_isl7325,-1,1.6352607993290231,4475,341.4563,-44.2847,0.00117423868645,3373,2538,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,29,-1
img48_isl3713,-1,1.6352527960984546,4476,71.9969,-2.3974,8.966219347e-05,3586,3472,PLCK_G200.9-28.2_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img103_isl3126,-1,1.6351795603986108,4477,26.2404,-53.6021,0.01044303636105,1762,34,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,52,-1
img55_isl1450,-1,1.6351742446797064,4478,67.9004,-61.7432,0.03858534196749,1660,867,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img93_isl7611,-1,1.6350783983373876,4479,2.3079,-66.0005,0.05831542985214,3215,1934,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,68,-1
img19_isl372,-1,1.6350514122504909,4480,177.263,-53.9164,0.00233972789065,283,2944,J1145.6-5420_aFix_pol_I_Farcsec_5pln_cor.FITS,37,2
img63_isl5020,-1,1.634800326170793,4481,64.0036,-12.1816,0.01791743850806,2828,942,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img65_isl946,-1,1.6346013871756493,4482,36.5212,-29.2646,0.01586650369524,1361,2406,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,61,1
img37_isl2277,-1,1.6344755970421896,4483,86.7167,-25.2532,0.00397729134542,1918,2903,Abell_548_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img29_isl3218,-1,1.6343394057735157,4484,94.2591,-48.2106,0.00249499605315,1661,559,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,34,-1
img38_isl293,-1,1.6341413727913032,4485,27.4128,-60.0972,0.00934890178744,158,3063,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,45,-1
img38_isl1507,-1,1.6337514798435249,4486,26.9967,-60.3723,0.00615467767127,764,2278,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img39_isl1431,-1,1.6330970938430656,4487,86.1246,-44.9591,0.00611582655154,1173,420,J0543.4-4430_aFix_pol_I_Farcsec_5pln_cor.FITS,33,2
img86_isl1400,-1,1.6328544259429454,4488,302.7619,-56.2687,0.00204332731242,2442,3531,Abell_3667_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img79_isl1471,-1,1.6323012788139184,4489,16.0671,-48.7286,0.00500467683138,1116,3377,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,27,1
img68_isl2376,-1,1.6319777483373406,4490,349.9653,-67.6452,0.00026689705866,1603,2369,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img113_isl893,-1,1.6319471879820169,4491,120.0904,-52.9974,0.00163834189601,608,2490,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img62_isl1071,-1,1.63194083778406,4492,86.2124,-41.2893,0.00020568200334,646,895,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,31,-1
img65_isl478,-1,1.6315372731715103,4493,36.7426,-29.4216,0.00282770714151,807,1953,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,41,1
img12_isl5676,-1,1.6315161648047454,4494,347.9324,-85.54,0.00193950146487,3291,584,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img51_isl2347,-1,1.6314192850739182,4495,202.0139,-31.4618,0.00192673668306,1717,1900,Abell_3558_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img20_isl5145,-1,1.6313974491115943,4496,84.4748,-42.817,0.03700611175272,3063,3507,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img63_isl4740,-1,1.6313003699175306,4497,64.0609,-12.1171,0.05899035524274,2667,1128,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img26_isl1545,-1,1.631064933387845,4498,79.6438,-13.355,0.00352015679531,3278,2151,RXC_J0520.7-1328_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img27_isl3942,-1,1.630856801401276,4499,15.2757,-22.2457,0.051827453233,2958,704,Abell_133_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img21_isl1593,-1,1.6307613450007692,4500,358.0253,-20.4926,0.01189080556057,1040,59,RXCJ2351.0-19_noFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img66_isl3173,-1,1.6307596618285147,4501,107.9464,-60.4422,0.00626504301553,1837,1900,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,37,1
img42_isl1546,-1,1.6307504478839987,4502,5.3881,-25.6367,0.02835428602264,1191,2065,Abell_22_aFix_pol_I_Farcsec_5pln_cor.FITS,60,-1
img55_isl2205,-1,1.6303541835011877,4503,67.2899,-61.0436,0.34079801009805,2510,2879,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,59,-1
img109_isl5418,-1,1.6302474898419193,4504,81.8908,-39.9302,0.00605735168166,2489,380,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img94_isl804,-1,1.629720256750843,4505,50.0578,-43.6765,0.00374846095691,554,3344,J0317.9-4414_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img99_isl2248,-1,1.6296649811991162,4506,350.8859,-41.2593,5.808091176e-05,2591,1590,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img25_isl1991,-1,1.6296195649217866,4507,46.5153,-78.3839,0.00048942768919,1396,244,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img50_isl2525,-1,1.629556168243136,4508,61.9913,-71.0428,0.00166531747396,1447,2396,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img114_isl5325,-1,1.629379509024121,4509,78.3985,-54.5898,0.03215958542512,3135,1574,J0516.6-5430_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img9_isl890,-1,1.6290371204131993,4510,90.9756,-58.4869,0.00234508999376,563,2012,J0600.8-5835_aFix_pol_I_Farcsec_5pln_cor.FITS,44,2
img95_isl3209,-1,1.629024734258033,4511,86.338,-47.6127,0.00015323492645,1806,2672,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,23,-1
img81_isl4475,-1,1.6289451679237748,4512,305.6352,-55.4294,0.00086621466254,2083,2197,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img50_isl843,-1,1.6287656051509058,4513,62.9242,-70.7975,0.00118777260286,560,3091,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img45_isl2696,-1,1.628510804912001,4514,87.0002,-21.918,0.0047307269765,1861,1777,Abell_3365A_noFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img104_isl2005,-1,1.6281260939145965,4515,101.7218,-54.8077,0.00066368886441,1149,30,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img81_isl4978,-1,1.6277405360080268,4516,305.5038,-55.9417,8.91301887e-05,2290,721,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,30,-1
img104_isl1628,-1,1.62767074451712,4517,101.8228,-53.6359,0.01153033354936,960,3404,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img16_isl3267,-1,1.6275202638268444,4518,77.4655,-45.2879,0.00187322239717,1916,1823,J0510.2-4519_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img1_isl1526,-1,1.6269360149153256,4519,253.4634,-59.1465,0.00894028008185,1483,3577,J1653.0-5943_aFix_pol_I_Farcsec_5pln_cor.FITS,33,-1
img7_isl6535,-1,1.6263623090055457,4520,141.7357,-83.8134,0.00312317567992,3447,654,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img1_isl2574,-1,1.6257509873132,4521,252.9524,-59.4052,0.00517994972894,2270,2797,J1653.0-5943_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img50_isl5220,-1,1.6255583380036045,4522,60.3772,-70.9139,0.09318352272483,2965,2755,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,77,-1
img95_isl1490,-1,1.6255082142470605,4523,86.7478,-48.4555,0.04499860272503,1022,243,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,60,-1
img12_isl1882,-1,1.6253674521194648,4524,357.2357,-84.7214,0.0062916390119,1138,3010,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img5_isl7082,-1,1.6252622016857663,4525,112.4732,-75.5904,0.00067561562383,3209,310,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,28,2
img95_isl6108,-1,1.6248835644551938,4526,85.5432,-47.7549,0.00019723702146,3345,2253,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,27,-1
img113_isl2333,-1,1.6242513534579073,4527,119.6551,-53.5452,0.00188855377358,1367,917,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img24_isl2618,-1,1.6237413139882686,4528,6.1679,-11.7893,0.00610036725655,2305,3421,MACSJ_0025.4-1222B_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img17_isl1920,-1,1.6236470805100829,4529,241.0024,-75.6066,0.00718369738513,1365,2186,J1601.7-7544_aFix_pol_I_Farcsec_5pln_cor.FITS,61,-1
img41_isl5378,-1,1.6235900010157105,4530,19.1102,-55.2439,0.01034634974674,2304,805,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img112_isl4662,-1,1.623404368172637,4531,314.523,-82.2245,0.03619698913643,2419,3180,J2104.9-8243_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img21_isl5408,-1,1.623376548744687,4532,357.3154,-19.7568,0.0022759979867,2961,2177,RXCJ2351.0-19_noFix_pol_I_Farcsec_5pln_cor.FITS,69,-1
img65_isl969,-1,1.6232966846934704,4533,36.5205,-29.2761,5.410017746e-05,1363,2373,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,28,1
img82_isl2387,-1,1.6232336527340572,4534,96.3995,-54.0016,0.00355825811659,2061,846,J0626.3-5341_aFix_pol_I_Farcsec_5pln_cor.FITS,56,-1
img47_isl4360,-1,1.6230028159721848,4535,99.0858,-48.3012,0.00139828728,2297,2340,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img95_isl2561,-1,1.6229967582688998,4536,86.4771,-47.5113,0.00080840977312,1536,2964,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img62_isl1584,-1,1.6229788316273548,4537,86.0972,-40.6047,0.00235774375693,887,2868,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img41_isl6228,-1,1.622930754673889,4538,18.9004,-55.2793,0.00802979549594,2648,701,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img44_isl1104,-1,1.6228725452336146,4539,7.4462,-50.5175,0.00580422348208,617,955,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img66_isl5232,-1,1.622520372612265,4540,107.0654,-60.4778,0.00158776555768,3087,1788,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,32,2
img103_isl107,-1,1.6224558305415653,4541,27.2081,-53.4592,0.02194853900996,103,435,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,65,-1
img44_isl1289,-1,1.6215840303583742,4542,7.372,-50.5656,0.00613838216581,754,818,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img6_isl2006,-1,1.6209937607908853,4543,6.7132,-18.9161,0.00037623257514,1908,3429,Abell_33_noFix_pol_I_Farcsec_5pln_cor.FITS,21,1
img98_isl104,-1,1.620981589242468,4544,148.3251,-76.9107,0.01375116224223,118,30,J0943.4-7619_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img10_isl1898,-1,1.6209728314158902,4545,39.6952,-1.5277,0.00608787113799,2491,1895,Abell_370_afix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img8_isl4126,-1,1.6208338206401245,4546,342.1403,-44.6822,0.00066329710402,1896,1346,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img28_isl28,-1,1.6207549907738006,4547,34.9587,-47.7317,0.00078820644599,27,3430,J0216.3-4816_aFix_pol_I_Farcsec_5pln_cor.FITS,35,2
img35_isl45,-1,1.6206833650510055,4548,105.6877,-56.2412,5.88696501e-05,35,868,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,45,-1
img73_isl3154,-1,1.6204876196862192,4549,125.1621,-56.6789,0.00022638453063,1951,3017,J0820.9-5704_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img94_isl1776,-1,1.6203641219116984,4550,49.8146,-44.6197,0.00118310216658,1071,630,J0317.9-4414_aFix_pol_I_Farcsec_5pln_cor.FITS,25,-1
img79_isl439,-1,1.6199561113331422,4551,16.431,-49.0845,5.352192919e-05,403,2299,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,32,1
img98_isl934,-1,1.6192953137037682,4552,147.0,-76.6942,0.00168991085315,970,680,J0943.4-7619_aFix_pol_I_Farcsec_5pln_cor.FITS,28,-1
img48_isl2744,-1,1.618980999344203,4553,72.3194,-2.9285,0.01581099143103,2614,1871,PLCK_G200.9-28.2_aFix_pol_I_Farcsec_5pln_cor.FITS,32,-1
img7_isl1880,-1,1.6186835829541613,4554,148.9946,-83.1939,0.00057858789418,1115,2527,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,36,2
